线路,临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
182路,,沪A66513D,0,川沙客运站,06:05,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:16,71分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,16:21,SHMAAS,,,,,06:05,计划发车,A,终点ETA确认/一致估算,是,5,4,69.5,1/11
182路,,沪A35717D,1,金杨路金口路,06:10,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:23,73分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:02,16:21,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,7,6,75.7,11/11
182路,,沪A13735A,0,川沙客运站,06:20,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:32,72分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:02,16:21,SHMAAS,,,,,06:20,计划发车,A,终点ETA确认/一致估算,是,6,5,74.2,9/11
182路,,沪A55712D,1,金杨路金口路,06:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:43,68分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,16:21,SHMAAS,,,,,06:35,计划发车,A,终点ETA确认/一致估算,是,6,5,71.6,4/11
182路,,沪A67026D,0,川沙客运站,06:35,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:49,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,12:21,SHMAAS,,,,,06:35,计划发车,A,终点ETA确认/一致估算,是,4,4,74.5,10/11
182路,,沪A67353D,0,川沙客运站,06:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:01,71分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:11,16:21,SHMAAS,,,,,06:50,计划发车,A,终点ETA确认/一致估算,是,6,6,74.2,8/11
182路,,沪A68870D,1,金杨路金口路,06:55,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:04,69分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,16:21,SHMAAS,,,,,06:55,计划发车,A,终点ETA确认/一致估算,是,4,3,70.3,2/11
182路,,沪A31073D,0,川沙客运站,07:05,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:12,67分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:02,16:21,SHMAAS,,,,,07:05,计划发车,A,终点ETA确认/一致估算,是,6,5,70.8,3/11
182路,,沪A67983D,1,金杨路金口路,07:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:24,69分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,16:21,SHMAAS,,,,,07:15,计划发车,A,终点ETA确认/一致估算,是,6,5,71.6,4/11
182路,,沪A32298D,0,川沙客运站,07:20,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:30,70分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,16:21,SHMAAS,,,,,07:20,计划发车,A,终点ETA确认/一致估算,是,6,5,74.0,7/11
182路,,沪A66513D,1,金杨路金口路,07:30,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:41,71分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,16:21,SHMAAS,,,,,07:30,计划发车,A,终点ETA确认/一致估算,是,5,4,69.5,1/11
182路,,沪A35717D,0,川沙客运站,07:35,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:46,71分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,16:21,SHMAAS,,,,,07:35,计划发车,A,终点ETA确认/一致估算,是,7,6,75.7,11/11
182路,,沪A13735A,1,金杨路金口路,07:45,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:01,76分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,16:21,SHMAAS,,,,,07:45,计划发车,A,终点ETA确认/一致估算,是,6,5,74.2,9/11
182路,,沪A68397D,0,川沙客运站,07:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:59,69分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,07:11,16:21,SHMAAS,,,,,07:50,计划发车,A,终点ETA确认/一致估算,是,6,4,73.8,6/11
