临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A68895D,0,东高路张杨北路,06:10,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:29,139分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,11:01,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,2,2,132.5,2/28
,沪A71572D,1,康恩路康浦路,06:10,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:41,151分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,11:01,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,2,2,141.0,8/28
,沪A02316D,0,东高路张杨北路,06:26,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:47,142分钟,,,同车下一次反向发车09:20，减去该车自身同类时段历史终点停站中位数32分钟，约±8分钟,8,06:01,11:20,SHMAAS,,,,,06:26,计划发车,B,同车反向发车反推,是,3,3,132.0,1/28
,沪A70597D,1,康恩路康浦路,06:31,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:10,159分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,11:20,SHMAAS,,,,,06:31,计划发车,A,终点ETA确认/一致估算,是,3,3,143.7,11/28
,沪A72305D,0,东高路张杨北路,06:36,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,08:40,SHMAAS,,,,,06:36,计划发车,D,证据不足,否,2,0,,—/28
,沪A09172D,0,东高路张杨北路,06:41,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:34,173分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:20,11:20,SHMAAS,,,,,06:41,计划发车,A,终点ETA确认/一致估算,是,2,1,173.0,24/28
,沪A95621D,1,康恩路康浦路,06:42,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:20,158分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,11:20,SHMAAS,,,,,06:42,计划发车,A,终点ETA确认/一致估算,是,2,2,142.5,10/28
,沪A73927D,1,康恩路康浦路,06:54,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:44,170分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:20,11:20,SHMAAS,,,,,06:54,计划发车,A,终点ETA确认/一致估算,是,2,2,153.0,20/28
,沪A05218D,0,东高路张杨北路,06:55,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:47,172分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:31,11:20,SHMAAS,,,,,06:55,计划发车,A,终点ETA确认/一致估算,是,2,1,172.0,23/28
,沪A36993D,1,康恩路康浦路,07:06,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:51,165分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:41,11:20,SHMAAS,,,,,07:06,计划发车,A,终点ETA确认/一致估算,是,2,2,144.5,14/28
